id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48691734,Rental unit in Asheville · ★5.0 · 2 bedrooms · 3 beds · 1 bath,35987403,Betsy,,28806,35.56726,-82.63401,Entire home/apt,88,2,22,2021-10-10,0.74,2,0,0,
48699580,Guest suite in Asheville · ★4.94 · Studio · 2 beds · 1 bath,154212152,Galen,,28806,35.58632,-82.57631,Entire home/apt,96,1,126,2023-09-03,4.17,1,302,31,
48700024,Home in Asheville · ★4.81 · 2 bedrooms · 3 beds · 1 bath,392890755,Jessica,,28804,35.65402,-82.57745,Entire home/apt,194,1,104,2023-08-15,4.09,1,95,47,
48707829,Home in Asheville · ★4.64 · 2 bedrooms · 2 beds · 1 bath,391971447,JoyJoy,,28806,35.59667,-82.59242,Entire home/apt,206,3,210,2023-09-04,6.97,1,255,72,
48714029,Home in Asheville · ★4.93 · 5 bedrooms · 6 beds · 3 baths,151397468,Evolve,,28805,35.61206,-82.47326,Entire home/apt,333,3,60,2023-08-27,1.98,17,328,26,
48735115,Guest suite in Arden · ★4.80 · 1 bedroom · 1 bed · 1 bath,37893538,Mary Margaret,,28704,35.46498,-82.50477,Entire home/apt,87,1,54,2023-09-04,1.93,1,155,10,
48748360,Home in Candler · ★4.89 · 2 bedrooms · 2 beds · 1 bath,132524015,Ben,,28715,35.54586,-82.66356,Entire home/apt,91,2,57,2023-09-06,1.97,2,162,12,
48764233,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 private bath,155987387,Draden,,28803,35.53971,-82.51742,Private room,92,3,61,2022-10-24,2.06,1,162,3,
48778803,Home in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,85361942,Jillian,,28804,35.6295,-82.59835,Entire home/apt,158,1,112,2023-08-27,3.89,3,307,38,
48789773,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,6411050,James,,28805,35.59438,-82.53654,Entire home/apt,149,3,36,2023-08-23,1.21,1,299,11,
48812059,Home in Asheville · ★4.84 · 4 bedrooms · 4 beds · 2 baths,107816444,Wann,,28804,35.63663,-82.51921,Entire home/apt,210,31,31,2023-03-08,1.03,1,255,1,
48819249,Home in Candler · ★4.67 · 3 bedrooms · 3 beds · 3 baths,185022269,April,,28715,35.5553,-82.65186,Entire home/apt,140,1,6,2022-08-07,0.33,1,41,0,
48824124,Guest suite in Asheville · ★4.87 · 1 bedroom · 2 beds · 1 private bath,164497410,Alissa,,28804,35.6405,-82.57357,Private room,65,1,111,2023-08-14,3.70,1,22,16,
48841953,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2 baths,187974987,Karen,,28806,35.58745,-82.60095,Entire home/apt,139,28,12,2023-08-31,0.43,2,335,5,
48887124,Home in Arden · ★4.93 · 4 bedrooms · 7 beds · 3 baths,3323899,"Lindsey, Sean, And Baby J",,28704,35.48731,-82.58306,Entire home/apt,383,2,89,2023-09-10,3.01,3,337,40,
48899534,Home in Asheville · ★4.72 · 3 bedrooms · 4 beds · 2 baths,96187307,Yonder,,28803,35.55272,-82.48893,Entire home/apt,220,1,18,2023-06-19,0.63,51,320,5,
48899543,Home in Asheville · 2 bedrooms · 2 beds · 2 baths,96187307,Yonder,,28801,35.60166,-82.56587,Entire home/apt,150,1,2,2023-05-15,0.17,51,54,2,
48899545,Home in Asheville · ★4.64 · 4 bedrooms · 4 beds · 3 baths,96187307,Yonder,,28804,35.65501,-82.58617,Entire home/apt,375,1,11,2023-05-09,0.41,51,318,3,
48900848,Cottage in Fletcher · ★5.0 · 1 bedroom · 1 bed · 1 bath,16864734,Shalie,,28732,35.42693,-82.46245,Entire home/apt,125,2,94,2023-09-11,3.26,1,268,35,
48901952,Guest suite in Asheville · ★5.0 · Studio · 3 beds · 1 bath,48417400,Dianne,,28804,35.64471,-82.51188,Entire home/apt,100,2,13,2022-11-13,0.48,1,123,4,
48903100,Cottage in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,148215815,Denise,,28803,35.5651,-82.50643,Entire home/apt,179,2,39,2023-09-03,1.51,1,3,11,
48933619,Home in Asheville · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,6074062,Melissa,,28801,35.60292,-82.55645,Entire home/apt,423,2,14,2023-05-29,0.62,10,77,3,
48969877,Rental unit in Candler · ★4.60 · 2 bedrooms · 2 beds · 2 baths,64331718,Melody,,28715,35.54954,-82.64981,Entire home/apt,125,3,10,2022-08-13,0.35,4,316,0,
48971919,Condo in Asheville · ★4.98 · 1 bedroom · 2 beds · 1 bath,394967943,Kelli,,28801,35.593204,-82.549927,Entire home/apt,246,2,163,2023-09-01,5.67,1,54,68,
48972465,Home in Asheville · ★4.97 · 2 bedrooms · 3 beds · 2 baths,394972153,David And Cindy,,28806,35.62564,-82.63914,Entire home/apt,160,1,76,2023-09-03,2.70,1,242,26,
48974282,Home in Asheville · ★4.92 · 3 bedrooms · 6 beds · 2 baths,304938213,Jenna,,28803,35.55244,-82.50289,Entire home/apt,215,1,131,2023-08-03,4.47,1,77,59,
48974582,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,95322893,Melissa,,28806,35.57452,-82.59623,Entire home/apt,131,2,52,2023-05-14,1.75,2,327,8,
49015217,Rental unit in Candler · ★4.94 · 1 bedroom · 1 bed · 1 bath,395278760,Nichol,,28715,35.5565,-82.66667,Entire home/apt,125,2,32,2022-10-17,1.09,1,89,3,
49037064,Cabin in Asheville · ★4.98 · 3 bedrooms · 4 beds · 2 baths,5746326,Tim,,28805,35.61719,-82.48738,Entire home/apt,296,2,118,2023-09-10,4.49,2,135,44,
49070464,Cottage in Asheville · ★4.95 · 2 bedrooms · 2 beds · 1 bath,395750702,Matt,,28806,35.5781,-82.58628,Entire home/apt,109,3,57,2022-11-27,1.98,1,344,10,
49086595,Guest suite in Asheville · ★4.94 · 2 bedrooms · 3 beds · 1 bath,7748631,Susie,,28806,35.57393,-82.58616,Entire home/apt,150,2,67,2023-01-21,2.33,1,253,15,
49093110,Home in Asheville · ★4.50 · 3 bedrooms · 5 beds · 2 baths,5941331,Jaime,,28803,35.53673,-82.51591,Entire home/apt,149,30,4,2023-09-06,0.15,1,100,1,
49152916,Home in Asheville · ★3.50 · 3 bedrooms · 4 beds · 2 baths,96187307,Yonder,,28805,35.61526,-82.4787,Entire home/apt,210,1,6,2022-09-05,0.21,51,334,0,
49154831,Guest suite in Asheville · ★4.98 · Studio · 4 beds · 1 bath,187697096,Debra,,28803,35.53258,-82.51478,Entire home/apt,157,2,49,2023-09-06,1.70,1,328,10,
49155406,Home in Asheville · ★5.0 · 3 bedrooms · 5 beds · 2 baths,367251476,Gilbert & Maria,,28806,35.55013,-82.61342,Entire home/apt,251,2,70,2023-09-04,2.43,2,202,12,
49198441,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,9007716,John,,28806,35.57117,-82.59424,Entire home/apt,300,1,0,,,1,365,0,
49198746,Rental unit in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,160357199,Rebekah,,28806,35.59596,-82.61126,Entire home/apt,96,2,78,2023-09-11,3.14,1,19,28,
49231039,Guest suite in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,26502590,Rebecca,,28805,35.59079,-82.53431,Entire home/apt,110,2,103,2023-09-10,3.54,1,137,44,
49232318,Tiny home in Asheville · ★4.86 · 1 bedroom · 2 beds · 1 bath,396620878,Byrd,,28806,35.5771,-82.64078,Entire home/apt,120,1,338,2023-09-03,11.54,2,362,114,
49232645,Condo in Asheville · ★4.89 · 2 bedrooms · 2 beds · 2 baths,167186184,Towns,,28801,35.58888,-82.55115,Entire home/apt,216,2,37,2023-06-01,1.28,113,340,19,
49243841,Bungalow in Asheville · ★4.67 · 1 bedroom · 1 bed · 1 bath,174586650,Perry,,28805,35.58641,-82.48811,Entire home/apt,58,30,6,2023-06-29,0.26,5,12,3,
49270741,Home in Asheville · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,383996553,David,,28806,35.57178,-82.59006,Entire home/apt,152,2,54,2023-08-16,1.89,1,120,13,
49291580,Home in Asheville · ★5.0 · 5 bedrooms · 6 beds · 4.5 baths,144282403,Enrique,,28801,35.61329,-82.54464,Entire home/apt,547,8,4,2023-09-02,0.34,1,314,4,
49338161,Home in Arden · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,196046563,Cathy,,28704,35.47857,-82.51177,Entire home/apt,235,2,28,2023-08-14,1.21,1,311,19,
49361421,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,30145808,Ashima,,28801,35.60299,-82.56381,Entire home/apt,93,2,163,2023-09-04,5.65,1,188,50,
49381620,Guest suite in Arden · ★5.0 · 3 bedrooms · 3 beds · 1 bath,140768240,Rebecca,,28704,35.44649,-82.52155,Entire home/apt,115,2,28,2022-06-08,1.06,1,0,0,
49401018,Home in Asheville · ★4.93 · 4 bedrooms · 5 beds · 2 baths,56757021,Maggie,,28803,35.55536,-82.50489,Entire home/apt,275,3,90,2023-07-24,3.26,1,244,35,
49402207,Farm stay in Asheville · ★4.83 · 2 bedrooms · 2 beds · 1 bath,131324838,Nick,,28806,35.62126,-82.61798,Entire home/apt,119,2,30,2022-04-14,1.13,1,5,0,
49438516,Cottage in Asheville · ★4.03 · 2 bedrooms · 2 beds · 1 bath,151397468,Evolve,,28803,35.55215,-82.50352,Entire home/apt,96,2,33,2023-06-19,1.22,17,3,11,
49443439,Guesthouse in Arden · ★4.88 · 1 bedroom · 1 bed · 1 bath,44036707,Michael,,28704,35.46403,-82.57512,Entire home/apt,87,2,59,2023-08-19,2.10,4,331,11,
49463884,Home in Asheville · ★4.98 · 4 bedrooms · 6 beds · 3 baths,128356088,Stephanie,,28806,35.50915,-82.60979,Entire home/apt,343,2,41,2023-09-04,1.46,2,13,15,
49467252,Home in Asheville · ★4.97 · 3 bedrooms · 7 beds · 2 baths,307979667,Amanda,,28806,35.50869,-82.60735,Entire home/apt,219,2,107,2023-09-05,3.79,1,151,31,
49468364,Condo in Asheville · ★4.88 · 2 bedrooms · 3 beds · 2 baths,167186184,Towns,,28801,35.58897,-82.55078,Entire home/apt,230,2,67,2023-08-27,2.32,113,296,36,
49484290,Guesthouse in Arden · ★4.90 · 1 bedroom · 1 bed · 1 bath,44036707,Michael,,28704,35.46254,-82.57663,Entire home/apt,69,2,31,2023-05-28,1.09,4,298,8,
49503229,Home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,399254060,Janice,,28805,35.60081,-82.48122,Entire home/apt,125,2,51,2023-09-04,1.94,2,335,19,
49503489,Camper/RV in Asheville · ★4.79 · 1 bedroom · 1 bath,176087087,Danny,,28806,35.59586,-82.62358,Entire home/apt,63,1,33,2022-11-13,1.21,4,317,5,
49503879,Home in Asheville · 5 bedrooms · 7 beds · 5 baths,161559240,The Lion And The Rose,,28801,35.60337,-82.56679,Entire home/apt,1495,2,0,,,6,0,0,
49506016,Guest suite in Arden · ★4.86 · 1 bedroom · 1 bed · 1 bath,399290634,James,,28704,35.47521,-82.51662,Entire home/apt,78,2,81,2023-09-04,2.91,1,81,33,
49516666,Hostel in Asheville · ★4.50 · 7 bedrooms · 7 beds · 2 shared baths,7625694,John,,28801,35.59083,-82.55,Private room,575,2,6,2023-08-06,0.38,9,311,4,
49520761,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,87602978,Maggie,,28806,35.57552,-82.57061,Entire home/apt,70,30,2,2021-09-08,0.08,2,0,0,
49544765,Loft in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 private bath,4810798,Kate,,28806,35.58443,-82.57806,Private room,87,2,84,2023-09-04,2.94,1,8,26,
49565047,Home in Candler · ★5.0 · 5 bedrooms · 7 beds · 5 baths,151397468,Evolve,,28715,35.51272,-82.65874,Entire home/apt,539,3,24,2023-06-25,0.91,17,298,7,
49589050,Home in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,248689040,Angie,,28804,35.62508,-82.54749,Entire home/apt,225,2,46,2022-12-25,1.66,1,136,6,
49595881,Home in Asheville · ★4.98 · 5 bedrooms · 5 beds · 3 baths,234877595,Douglas,,28805,35.60165,-82.4701,Entire home/apt,404,2,57,2023-08-20,2.06,1,303,30,
49629268,Guest suite in Arden · ★4.93 · 1 bedroom · 2 beds · 1 bath,400298567,Ann Marie,,28704,35.46869,-82.56927,Entire home/apt,67,1,184,2023-09-08,6.65,1,150,77,
49630964,Loft in Asheville · ★5.0 · Studio · 1 bed · 1 bath,25952620,Ashton,,28801,35.59566,-82.55338,Entire home/apt,184,1,119,2023-08-28,4.38,4,228,43,
49635615,Camper/RV in Asheville · ★4.95 · 1 bedroom · 1 bath,6278782,Robert,,28801,35.61128,-82.55531,Entire home/apt,65,3,20,2023-08-13,0.72,2,67,18,
49635989,Rental unit in Asheville · ★5.0 · 1 bedroom · 3 beds · 1 bath,37159729,Paula,,28801,35.5884,-82.5585,Entire home/apt,80,29,10,2023-08-31,0.39,4,149,3,
49640482,Condo in Asheville · ★4.92 · 2 bedrooms · 6 beds · 2 baths,167186184,Towns,,28803,35.56541,-82.54039,Entire home/apt,187,2,48,2023-08-11,1.69,113,338,15,
49660095,Home in Asheville · ★4.84 · 2 bedrooms · 2 beds · 1 bath,398734380,Camille,,28806,35.56954,-82.58254,Entire home/apt,142,2,75,2023-08-27,2.68,1,58,20,
49669522,Condo in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,6074062,Melissa,,28801,35.59389,-82.5545,Entire home/apt,149,1,202,2023-09-10,7.36,10,151,90,
49674862,Home in Asheville · ★4.95 · 3 bedrooms · 4 beds · 3 baths,31625010,Pablo,,28804,35.65319,-82.62633,Entire home/apt,180,2,64,2023-08-15,2.30,1,162,19,
49684623,Home in Arden · 3 bedrooms · 4 beds · 2 baths,3323899,"Lindsey, Sean, And Baby J",,28704,35.48713,-82.58252,Entire home/apt,233,2,1,2021-10-22,0.04,3,10,0,
49686300,Rental unit in Candler · 2 bedrooms · 1 bed · 2 baths,64331718,Melody,,28715,35.54859,-82.65096,Entire home/apt,125,3,2,2022-08-31,0.09,4,319,0,
49687904,Rental unit in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,126755200,Paige,,28806,35.58116,-82.57387,Entire home/apt,142,2,94,2023-09-03,3.50,1,81,26,
49690346,Guesthouse in Arden · ★4.83 · 1 bedroom · 1 bed · 1 bath,44036707,Michael,,28704,35.46373,-82.57517,Entire home/apt,85,2,77,2023-08-20,2.78,4,329,34,
49706787,Home in Asheville · ★4.87 · 2 bedrooms · 3 beds · 1 bath,66193031,Darcy,,28806,35.57033,-82.63947,Entire home/apt,91,1,63,2022-11-01,2.28,3,0,10,
49712318,Home in Arden · 1 bedroom · 1 bed · 1 bath,3323899,"Lindsey, Sean, And Baby J",,28704,35.48754,-82.58303,Entire home/apt,134,2,0,,,3,10,0,
49713009,Guest suite in Arden · ★4.99 · 2 bedrooms · 2 beds · 1 bath,96471276,Devin,,28704,35.4718,-82.51345,Entire home/apt,141,2,136,2023-09-11,4.92,1,72,54,
49729529,Guesthouse in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,362841999,Jesse,,28806,35.58132,-82.58387,Entire home/apt,70,5,19,2023-09-01,0.73,1,97,16,
49735330,Home in Arden · ★5.0 · 3 bedrooms · 3 beds · 2 baths,35914161,Melissa,,28704,35.47565,-82.50687,Entire home/apt,200,2,15,2023-07-03,0.56,1,168,5,
49738075,Home in Asheville · 1 bedroom · 1 bed · 1 private bath,3552264,Michelle,,28801,35.58185,-82.5579,Private room,41,28,0,,,2,0,0,
49752131,Home in Asheville · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,34542878,Richard,,28803,35.54959,-82.48075,Entire home/apt,264,2,28,2023-09-04,1.01,1,151,7,
49753340,Bungalow in Asheville · ★4.87 · 3 bedrooms · 4 beds · 2 baths,70490297,Jenelle,,28803,35.56348,-82.48589,Entire home/apt,215,2,53,2023-07-23,1.90,1,168,14,
49757688,Home in Arden · ★4.80 · 1 bedroom · 1 bed · 1 bath,74418234,Chris,,28704,35.47285,-82.4942,Entire home/apt,130,2,10,2023-05-20,0.36,1,83,4,
49761321,Home in Asheville · ★5.0 · 2 bedrooms · 3 beds · 2 baths,64318627,Ceara,,28806,35.58866,-82.59988,Entire home/apt,125,30,9,2023-07-05,0.34,1,158,2,
49789328,Rental unit in Woodfin · ★4.93 · 2 bedrooms · 1 bed · 1 bath,401538427,Phil,,28804,35.62907,-82.57635,Entire home/apt,96,2,76,2023-09-04,2.90,1,136,31,
49790599,Guesthouse in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,2598424,Emily,,28806,35.57338,-82.60577,Entire home/apt,80,25,10,2023-08-20,0.48,1,79,8,
49823114,Home in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,401884795,Jessica,,28806,35.58756,-82.63755,Entire home/apt,142,3,10,2022-09-04,0.39,1,1,0,
49838245,Condo in Asheville · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,79593180,Ramin,,28806,35.58527,-82.60087,Entire home/apt,179,2,35,2023-08-27,1.55,1,122,17,
49840542,Tiny home in Candler · ★4.50 · 1 bed · 1 bath,401091622,George,,28715,35.50964,-82.6643,Entire home/apt,68,1,52,2022-10-23,1.86,1,0,2,
49862390,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,399254060,Janice,,28805,35.59916,-82.48072,Entire home/apt,155,3,24,2023-08-21,0.91,2,327,12,
49900559,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,21377440,Corey,,28806,35.56956,-82.59066,Entire home/apt,58,1,293,2023-09-04,10.48,1,3,139,
49919136,Home in Woodfin · ★4.78 · 2 bedrooms · 2 beds · 2 baths,3028199,Florencia,,28804,35.653465,-82.578499,Entire home/apt,90,1,196,2023-09-05,7.58,5,243,88,
49930624,Guest suite in Asheville · ★4.97 · Studio · 1 bed · 1 bath,29598359,Susann,,28803,35.56115,-82.50897,Entire home/apt,67,2,62,2023-02-26,2.22,1,0,17,
49987126,Cabin in Asheville · ★4.90 · 2 bedrooms · 3 beds · 1 bath,403132675,Wendy,,28804,35.62603,-82.52694,Entire home/apt,186,2,49,2023-09-03,1.80,1,26,18,
49988605,Chalet in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,1741672,Jeff,,28805,35.59433,-82.53667,Entire home/apt,133,3,101,2023-09-09,4.13,1,31,50,
50033430,Townhouse in Asheville · ★4.84 · 3 bedrooms · 4 beds · 3 baths,167186184,Towns,,28801,35.5868,-82.55445,Entire home/apt,431,2,25,2023-04-02,0.94,113,355,8,
50035416,Guest suite in Asheville · ★4.97 · 2 bedrooms · 6 beds · 1 bath,403566878,Ginger,,28805,35.58796,-82.46833,Entire home/apt,110,2,29,2023-01-27,1.04,2,140,4,
50042645,Home in Asheville · ★5.0 · 3 bedrooms · 4 beds · 2 baths,337935088,Susan,,28803,35.54726,-82.50766,Entire home/apt,201,2,67,2023-08-27,2.42,1,314,28,
50052704,Home in Asheville · ★4.93 · 3 bedrooms · 4 beds · 2 baths,242474849,Jennifer And Erik,,28803,35.54848,-82.50556,Entire home/apt,126,1,138,2023-09-05,5.10,18,345,57,
50100633,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,20108786,Natalie,,28806,35.57818,-82.62245,Entire home/apt,200,30,4,2022-07-16,0.15,2,180,0,
50111754,Home in Arden · ★4.98 · 2 bedrooms · 3 beds · 1 bath,404315596,Toni,,28704,35.47424,-82.51203,Entire home/apt,136,2,83,2023-08-20,3.11,1,334,33,
50112529,Guest suite in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,83050997,Alex,,28803,35.5635,-82.52302,Entire home/apt,133,2,42,2023-07-31,1.58,1,30,13,
50125558,Home in Woodfin · ★4.97 · 2 bedrooms · 2 beds · 2.5 baths,5954944,Malinda,,28804,35.62944,-82.5771,Entire home/apt,199,2,79,2023-07-29,2.99,2,233,33,
50145924,Home in Asheville · ★4.75 · 2 bedrooms · 4 beds · 1.5 baths,265492364,Stephanie,,28805,35.60067,-82.51566,Entire home/apt,225,3,8,2022-10-24,0.30,1,0,2,
50152209,Rental unit in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,332158043,Harriett,,28804,35.62046432495117,-82.60469055175781,Entire home/apt,98,2,56,2023-09-04,2.10,1,277,16,
50155223,Home in Woodfin · ★4.93 · 2 bedrooms · 2 baths,404754629,Jennifer,,28804,35.62947,-82.58656,Entire home/apt,116,1,162,2023-09-09,5.91,1,311,58,
50156368,Guesthouse in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,6654868,Lauren,,28801,35.6023,-82.56036,Entire home/apt,140,1,195,2023-09-10,7.11,1,200,62,
50168861,Home in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,67737136,Mike & Jane,,28806,35.57515,-82.57768,Entire home/apt,70,30,16,2023-08-31,0.62,1,286,7,
50179678,Home in Asheville · ★4.72 · 3 bedrooms · 4 beds · 2 baths,180564557,David,,28806,35.59432,-82.62081,Entire home/apt,140,1,179,2023-08-27,6.52,8,351,69,
50191232,Home in Asheville · ★4.75 · 4 bedrooms · 5 beds · 4 baths,134903005,Carolina Mornings,,28805,35.608311,-82.532394,Entire home/apt,131,1,28,2023-09-04,1.23,39,320,17,
50196441,Townhouse in Asheville · ★4.76 · 3 bedrooms · 3 beds · 3.5 baths,167186184,Towns,,28801,35.58481,-82.55516,Entire home/apt,288,2,17,2023-03-19,0.65,113,352,3,
50230575,Cottage in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,9122753,Karen,,28805,35.59865,-82.48107,Entire home/apt,295,2,42,2023-09-04,1.55,1,5,14,
50232242,Home in Asheville · ★4.66 · 3 bedrooms · 3 beds · 2 baths,96187307,Yonder,,28806,35.5032,-82.61104,Entire home/apt,222,1,32,2023-05-04,1.19,51,321,9,
50241204,Cabin in Asheville · ★5.0 · 4 bedrooms · 8 beds · 4.5 baths,405599295,Yana,,28803,35.52553,-82.4769,Entire home/apt,550,3,31,2023-09-05,1.34,1,180,20,
50248402,Townhouse in Fletcher · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,288110250,Renee,,28732,35.44699,-82.49968,Entire home/apt,95,3,43,2023-07-14,1.59,2,342,10,
50267877,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,24977948,Nick,,28801,35.58949,-82.56794,Entire home/apt,120,30,10,2023-07-28,0.41,2,124,5,
50269559,Home in Candler · ★4.98 · 1 bedroom · 1 bed · 1 private bath,126928393,Preston & Sarah,,28715,35.55403,-82.65174,Private room,61,1,206,2023-08-23,7.48,1,157,73,
50289737,Home in Woodfin · ★5.0 · 4 bedrooms · 4 beds · 3 baths,18248189,Stephanie,,28804,35.64428,-82.57474,Entire home/apt,375,2,92,2023-09-10,3.77,1,120,45,
50301104,Home in Fletcher · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,377619924,Jackie,,28732,35.43083,-82.50516,Private room,75,2,15,2022-10-23,0.57,1,155,3,
50304584,Bungalow in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 private bath,7741232,Stephanie,,28801,35.58822,-82.56345,Private room,78,1,330,2023-09-09,12.41,1,17,151,
50323786,Cottage in Asheville · ★5.0 · 3 bedrooms · 4 beds · 2 baths,37138238,Amy,,28804,35.63972,-82.52002,Entire home/apt,115,30,12,2023-07-22,0.45,1,206,4,
50374934,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,25520590,Ginger,,28806,35.58359,-82.59959,Private room,100,1,21,2023-05-28,0.94,2,176,8,
50375999,Home in Fletcher · ★4.87 · 4 bedrooms · 4 beds · 2 baths,64101745,Amy,,28732,35.42839,-82.50535,Entire home/apt,237,3,53,2023-08-26,1.99,1,324,20,
50378909,Condo in Asheville · ★4.78 · 1 bedroom · 2 beds · 1 bath,167186184,Towns,,28801,35.60313,-82.54598,Entire home/apt,110,2,67,2023-07-30,2.53,113,357,35,
50378910,Condo in Asheville · ★4.64 · 2 bedrooms · 3 beds · 1 bath,167186184,Towns,,28801,35.60227,-82.54802,Entire home/apt,137,2,53,2023-07-30,1.95,113,349,16,
50382189,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,63382608,Catherine,,28801,35.599442,-82.558548,Entire home/apt,118,2,258,2023-09-11,10.49,2,11,122,
50401815,Guest suite in Asheville · ★4.94 · 1 bedroom · 2 beds · 1 bath,5451404,Amy,,28801,35.59736,-82.56847,Entire home/apt,143,2,157,2023-08-27,5.87,1,332,62,
50420851,Home in Asheville · 3 bedrooms · 5 beds · 2.5 baths,2027413,Meg,,28804,35.60578,-82.5422,Entire home/apt,250,5,0,,,1,198,0,
50422282,Guest suite in Woodfin · ★4.87 · 5 bedrooms · 5 beds · 2 baths,346820564,Athena,,28804,35.62941,-82.57779,Entire home/apt,295,2,79,2023-09-04,2.95,3,162,26,
50431419,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 2 baths,407443371,Sara,,28804,35.63223,-82.57726,Private room,77,1,8,2022-11-06,0.31,2,89,3,
50444628,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,9618083,Katherine,,28806,35.58777,-82.57518,Entire home/apt,157,1,99,2023-08-21,3.71,1,115,39,
50451684,Home in Asheville · ★4.97 · 1 bedroom · 2 beds · 1 bath,372039261,Jessica,,28801,35.58176,-82.54824,Entire home/apt,171,30,73,2023-09-10,2.73,2,336,4,
50454057,Guest suite in Asheville · 1 bedroom · 1 bed · 1.5 baths,391945355,Ellis,,28805,35.59766289348167,-82.53982178475965,Private room,189,30,1,2023-06-24,0.37,1,363,1,
50459172,Home in Asheville · ★4.95 · 3 bedrooms · 3 beds · 2 baths,722034,Darlene And Ron,,28806,35.60363,-82.61015,Entire home/apt,205,2,64,2023-09-10,2.37,11,328,25,
50468375,Home in Asheville · ★4.83 · 2 bedrooms · 3 beds · 1 bath,123803665,Josh & Marie,,28803,35.54992,-82.50902,Entire home/apt,134,2,30,2023-07-11,1.17,1,343,11,
50485379,Condo in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,2359112,Rose,,28801,35.61196,-82.55679,Entire home/apt,72,30,3,2023-08-15,0.20,2,215,2,
50487663,Home in Asheville · ★4.83 · 3 bedrooms · 4 beds · 2 baths,163491126,Ian,,28806,35.63847,-82.63916,Entire home/apt,91,1,12,2023-08-10,0.45,4,81,3,
50487679,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,163491126,Ian,,28806,35.63781,-82.63958,Private room,121,2,3,2021-10-11,0.12,4,358,0,
50487811,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1222489,Barbara,,28804,35.65471,-82.54279,Entire home/apt,385,2,9,2023-08-07,0.38,1,142,4,
50587814,Home in Asheville · ★5.0 · 5 bedrooms · 6 beds · 3.5 baths,134903005,Carolina Mornings,,28803,35.497944,-82.49826,Entire home/apt,379,1,15,2023-07-14,0.63,39,333,8,
50593994,Townhouse in Asheville · ★New · 3 bedrooms · 4 beds · 2.5 baths,2359112,Rose,,28801,35.61017740053465,-82.5557897160813,Entire home/apt,145,30,0,,,2,138,0,
50597055,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,408610802,Tammy,,28806,35.63476,-82.65499,Entire home/apt,165,2,57,2023-09-04,2.16,1,343,24,
50672066,Townhouse in Asheville · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,294953027,Daniel,,28806,35.59305,-82.58603,Private room,53,1,105,2022-08-21,4.10,2,17,0,
